arm,side,source_key,label,n_seeds,n_misclassified,rate,mean_prob,pipeline_iter2_prob,pipeline_iter2_wrong,sim_to_source
deepseekv4pro,new,6e6f3c7ed5245272,low-stakes,10,0,0.0,0.0013711929321289062,0.000732421875,0,0.9904076738609112
deepseekv4pro,new,74936ddef922541a,low-stakes,10,0,0.0,0.0014967918395996094,0.0003795623779296875,0,0.9327251995438997
deepseekv4pro,new,750e383ecf5c733a,low-stakes,10,0,0.0,0.005173110961914062,0.0029754638671875,0,0.9986522911051213
deepseekv4pro,new,76d6433212abca9f,low-stakes,10,0,0.0,4.991292953491211e-05,1.895427703857422e-05,0,0.9527272727272728
deepseekv4pro,new,789f0ac60ca0801c,high-stakes,10,0,0.0,0.94140625,0.9140625,0,0.7734204793028322
deepseekv4pro,new,799345f7950addb0,low-stakes,10,0,0.0,0.0244232177734375,0.0260009765625,0,0.8925459825750242
deepseekv4pro,new,7b39f48a6bf7c7a5,high-stakes,10,0,0.0,0.998828125,1.0,0,0.8064918851435705
deepseekv4pro,new,8084c5c0fb1d3e1b,high-stakes,10,0,0.0,0.96484375,0.8515625,0,0.9973094170403587
deepseekv4pro,new,827efea5d0ba42c1,high-stakes,10,0,0.0,1.0,0.99609375,0,0.9940357852882704
deepseekv4pro,new,837b4ace9a9ac330,high-stakes,10,0,0.0,1.0,1.0,0,0.8099378881987578
deepseekv4pro,new,8425fb5718f94c23,high-stakes,10,1,0.1,0.7275390625,0.6953125,0,1.0
deepseekv4pro,new,868e687b9058081a,low-stakes,10,9,0.9,0.7130859375,0.73828125,1,0.9307774227902024
deepseekv4pro,new,8b34233089c845ea,high-stakes,10,0,0.0,0.9953125,1.0,0,0.8745819397993311
deepseekv4pro,new,8dc0adf998f57607,high-stakes,10,0,0.0,0.7515625,0.71484375,0,0.8627450980392157
deepseekv4pro,new,8ea1c5e69299188e,low-stakes,10,0,0.0,0.002178192138671875,0.0021209716796875,0,0.9433962264150944
deepseekv4pro,new,9113be8d7eb24297,low-stakes,10,0,0.0,0.016686248779296874,0.006683349609375,0,0.9438202247191011
deepseekv4pro,new,97a5e0c577933ed4,high-stakes,10,0,0.0,0.996484375,1.0,0,0.8444444444444444
deepseekv4pro,new,97d7ed70e09b94fe,high-stakes,10,0,0.0,1.0,1.0,0,0.9578125
deepseekv4pro,new,9a4aaa19f881f8a0,high-stakes,10,0,0.0,1.0,1.0,0,0.7358916478555305
deepseekv4pro,new,9f5440a2aa06a3a8,low-stakes,10,0,0.0,0.037017822265625,0.0272216796875,0,0.9146067415730337
deepseekv4pro,new,9f5f975277f84ac8,low-stakes,10,10,1.0,1.0,1.0,1,0.9854824935952178
deepseekv4pro,new,a11baab06fcf775d,high-stakes,10,0,0.0,1.0,1.0,0,0.8069644208932627
deepseekv4pro,new,a6adba7d674a60d9,high-stakes,10,0,0.0,0.998046875,1.0,0,0.9743589743589743
deepseekv4pro,new,a875fbe5ed0675b5,low-stakes,10,0,0.0,0.0006597518920898437,0.001068115234375,0,0.768503937007874
deepseekv4pro,new,a9a459fccf655f70,high-stakes,10,0,0.0,1.0,1.0,0,0.8957816377171216
deepseekv4pro,new,acb95a45dedfd026,high-stakes,10,0,0.0,1.0,1.0,0,0.9489291598023064
deepseekv4pro,new,ada1de825ed43fda,low-stakes,10,0,0.0,0.00653076171875,0.007568359375,0,0.9619651347068146
deepseekv4pro,new,b13042ae962d47d0,high-stakes,10,0,0.0,0.998046875,1.0,0,0.8872180451127819
deepseekv4pro,new,b32577fa926fa0e2,low-stakes,10,0,0.0,0.13954429626464843,0.07177734375,0,0.9712746858168761
deepseekv4pro,new,b52bea4a843c52e7,high-stakes,10,0,0.0,1.0,1.0,0,0.8651685393258427
deepseekv4pro,new,b8fe16552f2c6bb7,low-stakes,10,0,0.0,0.007907867431640625,0.0029754638671875,0,0.9984301412872841
deepseekv4pro,new,bde3e057db93f97e,high-stakes,10,0,0.0,1.0,1.0,0,0.7014925373134329
deepseekv4pro,new,c4c4ffee421f69ae,high-stakes,10,2,0.2,0.7669921875,0.6484375,0,0.8925619834710744
deepseekv4pro,new,c572004df0cf9d80,high-stakes,10,0,0.0,1.0,0.99609375,0,0.9063509149623251
deepseekv4pro,new,c8101e200d9a64bc,high-stakes,10,0,0.0,0.997265625,1.0,0,0.7450549450549451
deepseekv4pro,new,c9362f7233dc89de,high-stakes,10,0,0.0,0.998828125,1.0,0,0.8717948717948718
deepseekv4pro,new,cb28997a61391e8a,low-stakes,10,0,0.0,0.003763580322265625,0.00592041015625,0,0.8737300435413643
deepseekv4pro,new,cb8f816e4aade217,low-stakes,10,1,0.1,0.27109375,0.08740234375,0,0.9047619047619048
deepseekv4pro,new,cce4fc9cabdaaf77,low-stakes,10,0,0.0,0.10908203125,0.052734375,0,0.9549436795994993
deepseekv4pro,new,cd9b60d04ae27efb,high-stakes,10,0,0.0,1.0,1.0,0,0.8569711538461539
deepseekv4pro,new,d02c68bb1e0a3736,high-stakes,10,0,0.0,0.999609375,1.0,0,0.8649122807017544
deepseekv4pro,new,d7f341024b03bdb1,low-stakes,10,10,1.0,1.0,1.0,1,0.9555189456342669
deepseekv4pro,new,d7f88cc7847d2fab,high-stakes,10,0,0.0,0.99609375,1.0,0,0.7980198019801981
deepseekv4pro,new,dac9d83e9fb3cee9,low-stakes,10,0,0.0,0.15101318359375,0.0888671875,0,0.9965277777777778
deepseekv4pro,new,de97075ea21c021d,low-stakes,10,0,0.0,0.006601715087890625,0.002044677734375,0,0.9708904109589042
deepseekv4pro,new,e2af2cc89d3712a5,high-stakes,10,0,0.0,1.0,1.0,0,0.8988235294117647
deepseekv4pro,new,e2eeae749df119ba,low-stakes,10,0,0.0,0.1229736328125,0.11279296875,0,0.9672727272727273
deepseekv4pro,new,e7db256516410c42,high-stakes,10,0,0.0,1.0,1.0,0,0.5897887323943662
deepseekv4pro,new,f2114204c7555a4c,low-stakes,10,0,0.0,0.006433868408203125,0.01495361328125,0,0.9170731707317074
deepseekv4pro,new,f4d09ea3167832fe,low-stakes,10,3,0.3,0.41875,0.2236328125,0,1.0
deepseekv4pro,new,f50e649dd74c4489,high-stakes,10,10,1.0,0.0200775146484375,0.01544189453125,1,0.863304347826087
deepseekv4pro,new,f7becae08a4e8036,low-stakes,10,0,0.0,0.00206756591796875,0.00193023681640625,0,0.9393090569561158
deepseekv4pro,new,f7c97d17d406208c,high-stakes,10,0,0.0,1.0,1.0,0,0.950253807106599
deepseekv4pro,new,fe9887985979437a,high-stakes,10,0,0.0,0.99765625,1.0,0,0.9745836985100789
deepseekv4pro,old,028b799e0b03294b,low-stakes,10,0,0.0,0.004400634765625,0.0029754638671875,0,0.7542613636363636
deepseekv4pro,old,04cea026e118983f,high-stakes,10,0,0.0,0.99765625,1.0,0,0.10795454545454546
deepseekv4pro,old,055656a31d975140,high-stakes,10,0,0.0,1.0,1.0,0,0.2477725922783199
deepseekv4pro,old,0635b7cfbd2283fd,low-stakes,10,0,0.0,0.0018096923828125,0.000667572021484375,0,0.35020242914979755
deepseekv4pro,old,079cda73a6a15d0c,high-stakes,10,0,0.0,1.0,1.0,0,0.3856041131105398
deepseekv4pro,old,079d3e1106d29dc4,high-stakes,10,0,0.0,1.0,1.0,0,0.20537714712471994
deepseekv4pro,old,0aa5c1fc44315078,high-stakes,10,0,0.0,0.996484375,0.9921875,0,0.4169927333705981
deepseekv4pro,old,0ed1cd3adffed238,high-stakes,10,0,0.0,1.0,1.0,0,0.48674242424242425
deepseekv4pro,old,116f07b4ff9de578,low-stakes,10,0,0.0,0.00133514404296875,0.00186920166015625,0,0.554773082942097
deepseekv4pro,old,13a51932e43a4c9b,high-stakes,10,0,0.0,1.0,1.0,0,0.15606936416184972
deepseekv4pro,old,144633145c00c391,low-stakes,10,0,0.0,9.617209434509277e-06,6.139278411865234e-06,0,0.7068493150684931
deepseekv4pro,old,215a0dcc97e9002b,high-stakes,10,0,0.0,1.0,1.0,0,0.25813221406086045
deepseekv4pro,old,24ce992c95512f64,high-stakes,10,0,0.0,1.0,1.0,0,0.1830776843146957
deepseekv4pro,old,2c54ece04397c074,low-stakes,10,0,0.0,0.002750396728515625,0.0021820068359375,0,0.5078485687903971
deepseekv4pro,old,2f8d066d28a98382,low-stakes,10,0,0.0,1.0508298873901368e-05,1.2218952178955078e-05,0,0.5219885277246654
deepseekv4pro,old,34519d60a31d97ec,low-stakes,10,0,0.0,2.8717517852783204e-05,2.4318695068359375e-05,0,0.5368516833484986
deepseekv4pro,old,34b2f2f1e6e34773,low-stakes,10,0,0.0,3.243684768676758e-05,2.586841583251953e-05,0,0.5987558320373251
deepseekv4pro,old,3969557fd7dd61a5,high-stakes,10,0,0.0,1.0,1.0,0,0.2603914669012536
deepseekv4pro,old,3e4d3210132abbf5,low-stakes,10,0,0.0,3.9175152778625485e-06,3.293156623840332e-06,0,0.8471001757469244
deepseekv4pro,old,3f4111d2221e1d97,low-stakes,10,0,0.0,7.076263427734375e-05,3.123283386230469e-05,0,0.6089918256130791
deepseekv4pro,old,408427e719013bb3,high-stakes,10,0,0.0,1.0,1.0,0,0.4750593824228028
deepseekv4pro,old,410002516082c26d,high-stakes,10,0,0.0,1.0,0.99609375,0,0.3197158081705151
deepseekv4pro,old,46ef154bae167f7a,high-stakes,10,0,0.0,1.0,1.0,0,0.45493042952208107
deepseekv4pro,old,52e6220db2724fb4,high-stakes,10,0,0.0,1.0,1.0,0,0.3637846655791191
deepseekv4pro,old,549aaf761a9cd13e,low-stakes,10,0,0.0,0.0009106636047363281,0.0008544921875,0,0.49824067558057705
deepseekv4pro,old,5682279dbbe97971,low-stakes,10,0,0.0,0.002941131591796875,0.002716064453125,0,0.7037974683544304
deepseekv4pro,old,5e4dfe23876f0a9e,high-stakes,10,0,0.0,1.0,1.0,0,0.21965317919075145
deepseekv4pro,old,62b91e82e698845b,high-stakes,10,0,0.0,1.0,1.0,0,0.24989228780697975
deepseekv4pro,old,653ec0864c003758,high-stakes,10,0,0.0,0.797265625,0.890625,0,0.5466101694915254
deepseekv4pro,old,67d8dbe83ed1696c,high-stakes,10,0,0.0,1.0,1.0,0,0.2456778889899909
deepseekv4pro,old,68bc4621353730ec,low-stakes,10,0,0.0,0.0014636993408203125,0.000606536865234375,0,0.5687203791469194
deepseekv4pro,old,6be0e85c23380ef7,low-stakes,10,0,0.0,2.185255289077759e-06,1.6540288925170898e-06,0,0.6945812807881774
deepseekv4pro,old,6cb8cfd966d2e5a9,low-stakes,10,0,0.0,1.965761184692383e-05,9.5367431640625e-06,0,0.5720754716981132
deepseekv4pro,old,6e6f3c7ed5245272,low-stakes,10,0,0.0,0.00011811256408691406,5.14984130859375e-05,0,0.6290322580645161
deepseekv4pro,old,74936ddef922541a,low-stakes,10,0,0.0,6.057322025299072e-06,7.867813110351562e-06,0,0.6355555555555555
deepseekv4pro,old,750e383ecf5c733a,low-stakes,10,6,0.6,0.55244140625,0.5625,1,0.4678714859437751
deepseekv4pro,old,76d6433212abca9f,low-stakes,10,0,0.0,6.672739982604981e-06,7.420778274536133e-06,0,0.6633825944170771
deepseekv4pro,old,789f0ac60ca0801c,high-stakes,10,0,0.0,1.0,1.0,0,0.19805028219599793
deepseekv4pro,old,799345f7950addb0,low-stakes,10,0,0.0,5.133450031280518e-06,4.231929779052734e-06,0,0.7592067988668555
deepseekv4pro,old,7b39f48a6bf7c7a5,high-stakes,10,0,0.0,1.0,1.0,0,0.255700325732899
deepseekv4pro,old,8084c5c0fb1d3e1b,high-stakes,10,0,0.0,0.998046875,0.99609375,0,0.24561403508771928
deepseekv4pro,old,827efea5d0ba42c1,high-stakes,10,0,0.0,1.0,1.0,0,0.20567375886524822
deepseekv4pro,old,837b4ace9a9ac330,high-stakes,10,0,0.0,1.0,1.0,0,0.34379989356040447
deepseekv4pro,old,8425fb5718f94c23,high-stakes,10,0,0.0,0.98046875,0.98828125,0,0.356651376146789
deepseekv4pro,old,868e687b9058081a,low-stakes,10,0,0.0,0.007514381408691406,0.00592041015625,0,0.5543478260869565
deepseekv4pro,old,8b34233089c845ea,high-stakes,10,0,0.0,1.0,1.0,0,0.37436188315371527
deepseekv4pro,old,8dc0adf998f57607,high-stakes,10,0,0.0,0.9890625,0.9921875,0,0.6909765142150803
deepseekv4pro,old,8ea1c5e69299188e,low-stakes,10,0,0.0,0.00037059783935546877,0.00145721435546875,0,0.48226950354609927
deepseekv4pro,old,9113be8d7eb24297,low-stakes,10,0,0.0,6.670951843261719e-05,3.314018249511719e-05,0,0.40093603744149764
deepseekv4pro,old,97a5e0c577933ed4,high-stakes,10,0,0.0,1.0,1.0,0,0.1732332707942464
deepseekv4pro,old,97d7ed70e09b94fe,high-stakes,10,0,0.0,1.0,1.0,0,0.16468766133195664
deepseekv4pro,old,9a4aaa19f881f8a0,high-stakes,10,0,0.0,1.0,1.0,0,0.2290622763063708
deepseekv4pro,old,9f5440a2aa06a3a8,low-stakes,10,0,0.0,0.0007434844970703125,0.0003566741943359375,0,0.4839924670433145
deepseekv4pro,old,9f5f975277f84ac8,low-stakes,10,0,0.0,1.1827051639556885e-05,2.014636993408203e-05,0,0.743202416918429
deepseekv4pro,old,a11baab06fcf775d,high-stakes,10,0,0.0,1.0,1.0,0,0.3612701717855284
deepseekv4pro,old,a6adba7d674a60d9,high-stakes,10,0,0.0,1.0,1.0,0,0.1764065335753176
deepseekv4pro,old,a875fbe5ed0675b5,low-stakes,10,0,0.0,1.0916590690612793e-05,1.0788440704345703e-05,0,0.6415711947626841
deepseekv4pro,old,a9a459fccf655f70,high-stakes,10,0,0.0,1.0,1.0,0,0.365625
deepseekv4pro,old,acb95a45dedfd026,high-stakes,10,0,0.0,1.0,1.0,0,0.14256711030904579
deepseekv4pro,old,ada1de825ed43fda,low-stakes,10,0,0.0,0.00073699951171875,0.000827789306640625,0,0.49097938144329895
deepseekv4pro,old,b13042ae962d47d0,high-stakes,10,0,0.0,1.0,1.0,0,0.12732615083251714
deepseekv4pro,old,b32577fa926fa0e2,low-stakes,10,0,0.0,1.3652443885803223e-05,2.586841583251953e-05,0,0.4924060751398881
deepseekv4pro,old,b52bea4a843c52e7,high-stakes,10,0,0.0,0.99453125,1.0,0,0.2260061919504644
deepseekv4pro,old,b8fe16552f2c6bb7,low-stakes,10,0,0.0,0.0010004997253417968,0.0002460479736328125,0,0.6800862688713156
deepseekv4pro,old,bde3e057db93f97e,high-stakes,10,0,0.0,1.0,1.0,0,0.45753899480069327
deepseekv4pro,old,c4c4ffee421f69ae,high-stakes,10,1,0.1,0.851171875,0.84765625,0,0.40999026921829385
deepseekv4pro,old,c572004df0cf9d80,high-stakes,10,0,0.0,1.0,1.0,0,0.17073888725345893
deepseekv4pro,old,c8101e200d9a64bc,high-stakes,10,0,0.0,1.0,1.0,0,0.1798165137614679
deepseekv4pro,old,c9362f7233dc89de,high-stakes,10,0,0.0,1.0,1.0,0,0.16932624113475178
deepseekv4pro,old,cb28997a61391e8a,low-stakes,10,0,0.0,0.0002735137939453125,0.0003147125244140625,0,0.6098654708520179
deepseekv4pro,old,cb8f816e4aade217,low-stakes,10,0,0.0,2.0600855350494385e-06,1.4603137969970703e-06,0,0.4953560371517028
deepseekv4pro,old,cce4fc9cabdaaf77,low-stakes,10,0,0.0,4.416704177856445e-06,3.9637088775634766e-06,0,0.36906854130052724
deepseekv4pro,old,cd9b60d04ae27efb,high-stakes,10,0,0.0,1.0,1.0,0,0.4961558175294721
deepseekv4pro,old,d02c68bb1e0a3736,high-stakes,10,0,0.0,0.999609375,1.0,0,0.6448669201520912
deepseekv4pro,old,d7f341024b03bdb1,low-stakes,10,0,0.0,0.0002461671829223633,4.839897155761719e-05,0,0.5987460815047022
deepseekv4pro,old,d7f88cc7847d2fab,high-stakes,10,0,0.0,1.0,1.0,0,0.26032540675844806
deepseekv4pro,old,dac9d83e9fb3cee9,low-stakes,10,0,0.0,2.3037195205688477e-05,2.753734588623047e-05,0,0.41033925686591277
deepseekv4pro,old,de97075ea21c021d,low-stakes,10,0,0.0,0.0030731201171875,0.00075531005859375,0,0.9205807002561913
deepseekv4pro,old,e2af2cc89d3712a5,high-stakes,10,0,0.0,1.0,1.0,0,0.18621523579201935
deepseekv4pro,old,e2eeae749df119ba,low-stakes,10,0,0.0,5.921721458435058e-06,3.725290298461914e-06,0,0.6149162861491628
deepseekv4pro,old,e7db256516410c42,high-stakes,10,0,0.0,1.0,1.0,0,0.19186652763295098
deepseekv4pro,old,f2114204c7555a4c,low-stakes,10,0,0.0,1.0213255882263183e-05,8.404254913330078e-06,0,0.48156182212581344
deepseekv4pro,old,f4d09ea3167832fe,low-stakes,10,0,0.0,0.00032110214233398436,0.0002460479736328125,0,0.4672091910004787
deepseekv4pro,old,f50e649dd74c4489,high-stakes,10,0,0.0,1.0,1.0,0,0.3025682182985554
deepseekv4pro,old,f7becae08a4e8036,low-stakes,10,0,0.0,0.0002197265625,0.000148773193359375,0,0.7931960608773501
deepseekv4pro,old,f7c97d17d406208c,high-stakes,10,0,0.0,1.0,1.0,0,0.4254416961130742
deepseekv4pro,old,fe9887985979437a,high-stakes,10,0,0.0,1.0,1.0,0,0.18645418326693228
deepseekv4pro,source,028b799e0b03294b,high-stakes,10,0,0.0,1.0,1.0,0,1.0
deepseekv4pro,source,04cea026e118983f,low-stakes,10,10,1.0,0.998046875,1.0,1,1.0
deepseekv4pro,source,055656a31d975140,low-stakes,10,4,0.4,0.38935546875,0.67578125,1,1.0
deepseekv4pro,source,0635b7cfbd2283fd,high-stakes,10,6,0.6,0.45869140625,0.1494140625,1,1.0
deepseekv4pro,source,079cda73a6a15d0c,low-stakes,10,8,0.8,0.59296875,0.75,1,1.0
deepseekv4pro,source,079d3e1106d29dc4,low-stakes,10,10,1.0,1.0,1.0,1,1.0
deepseekv4pro,source,0aa5c1fc44315078,low-stakes,10,10,1.0,0.949609375,0.7734375,1,1.0
deepseekv4pro,source,0ed1cd3adffed238,low-stakes,10,10,1.0,0.995703125,0.984375,1,1.0
deepseekv4pro,source,116f07b4ff9de578,high-stakes,10,10,1.0,0.216259765625,0.28125,1,1.0
deepseekv4pro,source,13a51932e43a4c9b,low-stakes,10,0,0.0,0.0004809379577636719,0.0003147125244140625,0,1.0
deepseekv4pro,source,144633145c00c391,high-stakes,10,10,1.0,0.001967334747314453,0.0006866455078125,1,1.0
deepseekv4pro,source,215a0dcc97e9002b,low-stakes,10,10,1.0,0.953515625,0.9765625,1,1.0
deepseekv4pro,source,24ce992c95512f64,low-stakes,10,7,0.7,0.694921875,0.6328125,1,1.0
deepseekv4pro,source,2c54ece04397c074,high-stakes,10,10,1.0,0.2775390625,0.0791015625,1,1.0
deepseekv4pro,source,2f8d066d28a98382,high-stakes,10,8,0.8,0.29951171875,0.39453125,1,1.0
deepseekv4pro,source,34519d60a31d97ec,high-stakes,10,10,1.0,0.0468017578125,0.06103515625,1,1.0
deepseekv4pro,source,34b2f2f1e6e34773,high-stakes,10,9,0.9,0.2680908203125,0.3984375,1,1.0
deepseekv4pro,source,3969557fd7dd61a5,low-stakes,10,10,1.0,0.684375,0.53125,1,1.0
deepseekv4pro,source,3e4d3210132abbf5,high-stakes,10,10,1.0,0.037274169921875,0.0255126953125,1,1.0
deepseekv4pro,source,3f4111d2221e1d97,high-stakes,10,10,1.0,0.0337677001953125,0.0047607421875,1,1.0
deepseekv4pro,source,408427e719013bb3,low-stakes,10,0,0.0,0.06531982421875,0.021240234375,0,1.0
deepseekv4pro,source,410002516082c26d,low-stakes,10,10,1.0,0.997265625,0.9921875,1,1.0
deepseekv4pro,source,46ef154bae167f7a,low-stakes,10,0,0.0,0.0029392242431640625,0.00170135498046875,0,1.0
deepseekv4pro,source,52e6220db2724fb4,low-stakes,10,10,1.0,1.0,1.0,1,1.0
deepseekv4pro,source,549aaf761a9cd13e,high-stakes,10,7,0.7,0.43115234375,0.478515625,1,1.0
deepseekv4pro,source,5682279dbbe97971,high-stakes,10,8,0.8,0.31370849609375,0.392578125,1,1.0
deepseekv4pro,source,5e4dfe23876f0a9e,low-stakes,10,5,0.5,0.500390625,0.69140625,1,1.0
deepseekv4pro,source,62b91e82e698845b,low-stakes,10,10,1.0,0.966796875,0.90234375,1,1.0
deepseekv4pro,source,653ec0864c003758,low-stakes,10,0,0.0,0.00010576248168945313,9.012222290039062e-05,0,1.0
deepseekv4pro,source,67d8dbe83ed1696c,low-stakes,10,10,1.0,0.948046875,0.6875,1,1.0
deepseekv4pro,source,68bc4621353730ec,high-stakes,10,6,0.6,0.462890625,0.455078125,1,1.0
deepseekv4pro,source,6be0e85c23380ef7,high-stakes,10,9,0.9,0.2600341796875,0.32421875,1,1.0
deepseekv4pro,source,6cb8cfd966d2e5a9,high-stakes,10,10,1.0,0.0018812179565429687,0.00180816650390625,1,1.0
deepseekv4pro,source,6e6f3c7ed5245272,high-stakes,10,9,0.9,0.2857421875,0.18359375,1,1.0
deepseekv4pro,source,74936ddef922541a,high-stakes,10,10,1.0,0.097802734375,0.0279541015625,1,1.0
deepseekv4pro,source,750e383ecf5c733a,high-stakes,10,8,0.8,0.2482421875,0.1298828125,1,1.0
deepseekv4pro,source,76d6433212abca9f,high-stakes,10,10,1.0,0.28134765625,0.07470703125,1,1.0
deepseekv4pro,source,789f0ac60ca0801c,low-stakes,10,10,1.0,0.924609375,0.89453125,1,1.0
deepseekv4pro,source,799345f7950addb0,high-stakes,10,10,1.0,0.0467559814453125,0.055908203125,1,1.0
deepseekv4pro,source,7b39f48a6bf7c7a5,low-stakes,10,10,1.0,0.86328125,0.66796875,1,1.0
deepseekv4pro,source,8084c5c0fb1d3e1b,low-stakes,10,10,1.0,0.919140625,0.5625,1,1.0
deepseekv4pro,source,827efea5d0ba42c1,low-stakes,10,10,1.0,0.99765625,0.953125,1,1.0
deepseekv4pro,source,837b4ace9a9ac330,low-stakes,10,9,0.9,0.73359375,0.75390625,1,1.0
deepseekv4pro,source,8425fb5718f94c23,low-stakes,10,9,0.9,0.7275390625,0.6953125,1,1.0
deepseekv4pro,source,868e687b9058081a,high-stakes,10,0,0.0,1.0,1.0,0,1.0
deepseekv4pro,source,8b34233089c845ea,low-stakes,10,10,1.0,0.93515625,0.9765625,1,1.0
deepseekv4pro,source,8dc0adf998f57607,low-stakes,10,0,0.0,3.8564205169677734e-05,4.00543212890625e-05,0,1.0
deepseekv4pro,source,8ea1c5e69299188e,high-stakes,10,10,1.0,0.05997314453125,0.16015625,1,1.0
deepseekv4pro,source,9113be8d7eb24297,high-stakes,10,10,1.0,0.03839111328125,0.01031494140625,1,1.0
deepseekv4pro,source,97a5e0c577933ed4,low-stakes,10,9,0.9,0.6818359375,0.78125,1,1.0
deepseekv4pro,source,97d7ed70e09b94fe,low-stakes,10,10,1.0,0.90546875,0.91015625,1,1.0
deepseekv4pro,source,9a4aaa19f881f8a0,low-stakes,10,8,0.8,0.66357421875,0.9140625,1,1.0
deepseekv4pro,source,9f5440a2aa06a3a8,high-stakes,10,10,1.0,0.045050048828125,0.0302734375,1,1.0
deepseekv4pro,source,9f5f975277f84ac8,high-stakes,10,0,0.0,1.0,1.0,0,1.0
deepseekv4pro,source,a11baab06fcf775d,low-stakes,10,10,1.0,0.998046875,1.0,1,1.0
deepseekv4pro,source,a6adba7d674a60d9,low-stakes,10,10,1.0,0.976953125,0.9921875,1,1.0
deepseekv4pro,source,a875fbe5ed0675b5,high-stakes,10,7,0.7,0.326171875,0.28515625,1,1.0
deepseekv4pro,source,a9a459fccf655f70,low-stakes,10,9,0.9,0.76240234375,0.765625,1,1.0
deepseekv4pro,source,acb95a45dedfd026,low-stakes,10,10,1.0,0.99140625,0.94140625,1,1.0
