arm,cohort,row,kind,label,found_iteration,found_error_type,n_seeds,n_misclassified,success_rate,mean_prob,sd_prob,logged_probe_score,pipeline_iter2_prob,pipeline_iter2_wrong
deepseekv4pro,in_v2_train,40,source,negative,0,false_positive,10,0,0.0,0.002193450927734375,0.00029419646160242375,1.0,0.00170135498046875,0
deepseekv4pro,in_v2_train,41,source,negative,0,false_positive,10,0,0.0,2.6023387908935548e-05,1.1724475874954578e-05,0.99609375,9.5367431640625e-06,0
deepseekv4pro,in_v2_train,42,source,negative,0,false_positive,10,0,0.0,6.157159805297852e-05,2.97404415042757e-05,0.9921875,2.1457672119140625e-05,0
deepseekv4pro,in_v2_train,43,source,negative,0,false_positive,10,0,0.0,0.001712799072265625,0.0005703564219421669,1.0,0.0021209716796875,0
deepseekv4pro,in_v2_train,44,source,negative,0,false_positive,10,0,0.0,0.13046875,0.10686545792306759,0.99609375,0.12255859375,0
deepseekv4pro,in_v2_train,45,source,negative,0,false_positive,10,0,0.0,0.0012096405029296876,0.0003243188222446524,1.0,0.0007781982421875,0
deepseekv4pro,in_v2_train,46,source,negative,0,false_positive,10,0,0.0,6.10053539276123e-06,1.1971362044816784e-06,1.0,6.973743438720703e-06,0
deepseekv4pro,in_v2_train,47,source,negative,0,false_positive,10,0,0.0,0.001119232177734375,0.00033084274110311646,0.99609375,0.0013275146484375,0
deepseekv4pro,in_v2_train,48,source,negative,0,false_positive,10,0,0.0,0.0016632080078125,0.00039989479501855585,1.0,0.00186920166015625,0
deepseekv4pro,in_v2_train,50,source,negative,0,false_positive,10,0,0.0,0.001790618896484375,0.0003059176857667516,0.97265625,0.00164794921875,0
deepseekv4pro,in_v2_train,51,source,negative,0,false_positive,10,0,0.0,1.659691333770752e-05,7.752251199649487e-06,0.9921875,2.586841583251953e-05,0
deepseekv4pro,in_v2_train,52,source,negative,0,false_positive,10,0,0.0,1.787245273590088e-05,7.3024819196931e-06,0.98046875,1.150369644165039e-05,0
deepseekv4pro,in_v2_train,53,source,negative,0,false_positive,10,0,0.0,2.1415948867797852e-05,1.2051314665713127e-05,0.9921875,1.3828277587890625e-05,0
deepseekv4pro,in_v2_train,54,source,negative,0,false_positive,10,0,0.0,4.493594169616699e-05,2.481298161897593e-05,0.98828125,5.4836273193359375e-05,0
deepseekv4pro,in_v2_train,55,source,negative,0,false_positive,10,0,0.0,0.000638580322265625,0.0002766229854887066,1.0,0.000827789306640625,0
deepseekv4pro,in_v2_train,56,source,negative,0,false_positive,10,0,0.0,6.137788295745849e-06,2.428401154114578e-06,0.9921875,3.9637088775634766e-06,0
deepseekv4pro,in_v2_train,57,source,negative,0,false_positive,10,0,0.0,3.4689903259277344e-05,1.1276047804460748e-05,1.0,5.14984130859375e-05,0
deepseekv4pro,in_v2_train,58,source,negative,0,false_positive,10,0,0.0,0.00010275840759277344,5.6539675681351455e-05,0.99609375,4.5299530029296875e-05,0
deepseekv4pro,in_v2_train,59,source,negative,0,false_positive,10,0,0.0,3.0171871185302734e-05,1.9697945877320477e-05,0.9921875,8.404254913330078e-06,0
deepseekv4pro,in_v2_train,60,source,negative,0,false_positive,10,0,0.0,0.00094451904296875,0.0003558349027755396,0.75390625,0.0004177093505859375,0
deepseekv4pro,in_v2_train,61,source,negative,0,false_positive,10,0,0.0,0.00046782493591308595,0.00032828063010897543,0.6875,0.000335693359375,0
deepseekv4pro,in_v2_train,62,source,negative,0,false_positive,10,0,0.0,6.880760192871094e-05,3.422673805477637e-05,1.0,5.14984130859375e-05,0
deepseekv4pro,in_v2_train,63,source,negative,0,false_positive,10,0,0.0,0.00452880859375,0.0004411171385505147,1.0,0.004058837890625,0
deepseekv4pro,in_v2_train,64,source,negative,0,false_positive,10,0,0.0,0.00010037422180175781,0.00011844922524834518,0.9921875,5.4836273193359375e-05,0
deepseekv4pro,in_v2_train,65,source,negative,0,false_positive,10,0,0.0,3.6343932151794434e-06,1.0439430661834707e-06,0.94921875,3.5017728805541992e-06,0
deepseekv4pro,in_v2_train,66,source,negative,0,false_positive,10,0,0.0,1.2981891632080079e-05,5.841984995190344e-06,0.99609375,5.424022674560547e-06,0
deepseekv4pro,in_v2_train,67,source,negative,0,false_positive,10,0,0.0,3.383159637451172e-05,1.724806415079457e-05,0.9921875,3.123283386230469e-05,0
deepseekv4pro,in_v2_train,68,source,negative,0,false_positive,10,0,0.0,0.000817108154296875,0.00015781560316171798,0.98046875,0.000911712646484375,0
deepseekv4pro,in_v2_train,69,source,negative,0,false_positive,10,0,0.0,0.0002925395965576172,0.00011151721612168166,1.0,0.000335693359375,0
deepseekv4pro,in_v2_train,70,source,negative,0,false_positive,10,0,0.0,7.891654968261719e-06,2.621128890622754e-06,0.98828125,5.0961971282958984e-06,0
deepseekv4pro,in_v2_train,71,source,negative,0,false_positive,10,0,0.0,0.00013103485107421876,5.364308532727612e-05,1.0,9.012222290039062e-05,0
deepseekv4pro,in_v2_train,72,source,negative,0,false_positive,10,0,0.0,0.0036956787109375,0.0007458896768410682,0.98828125,0.00421142578125,0
deepseekv4pro,in_v2_train,73,source,negative,0,false_positive,10,0,0.0,0.0005656242370605469,0.0003095722249246849,1.0,0.000457763671875,0
deepseekv4pro,in_v2_train,74,source,negative,0,false_positive,10,0,0.0,0.002025604248046875,0.00033525476799736335,1.0,0.002044677734375,0
deepseekv4pro,in_v2_train,75,source,negative,0,false_positive,10,0,0.0,0.00010747909545898438,3.87496494260317e-05,1.0,8.487701416015625e-05,0
deepseekv4pro,in_v2_train,76,source,negative,0,false_positive,10,0,0.0,3.503262996673584e-06,9.54616814786342e-07,0.96875,2.726912498474121e-06,0
deepseekv4pro,in_v2_train,77,source,negative,0,false_positive,10,0,0.0,0.0006870269775390625,0.00029161552432468177,1.0,0.000518798828125,0
deepseekv4pro,in_v2_train,79,source,negative,0,false_positive,10,0,0.0,6.0617923736572266e-05,2.714200324147586e-05,0.76953125,5.14984130859375e-05,0
deepseekv4pro,in_v2_train,80,source,negative,0,false_positive,10,0,0.0,0.0019624710083007814,0.0013478382426779106,1.0,0.000667572021484375,0
deepseekv4pro,in_v2_train,81,source,negative,0,false_positive,10,0,0.0,5.2821636199951175e-05,3.358630852850488e-05,0.99609375,4.839897155761719e-05,0
deepseekv4pro,in_v2_train,82,source,negative,0,false_positive,10,0,0.0,1.0125339031219482e-05,3.1570091023746416e-06,0.98828125,5.781650543212891e-06,0
deepseekv4pro,in_v2_train,84,source,negative,0,false_positive,10,0,0.0,3.3259391784667967e-06,1.1966744767816882e-06,0.99609375,3.725290298461914e-06,0
deepseekv4pro,in_v2_train,85,source,negative,0,false_positive,10,0,0.0,0.0001456737518310547,4.1125649961848404e-05,0.99609375,4.267692565917969e-05,0
deepseekv4pro,in_v2_train,86,source,negative,0,false_positive,10,0,0.0,0.0004810333251953125,0.00015685370497551791,0.7734375,0.00020313262939453125,0
deepseekv4pro,in_v2_train,87,source,negative,0,false_positive,10,0,0.0,1.3431906700134277e-05,5.213694632128004e-06,0.99609375,7.867813110351562e-06,0
deepseekv4pro,in_v2_train,88,source,negative,0,false_positive,10,0,0.0,9.815692901611328e-05,3.989348369079326e-05,0.93359375,0.00019073486328125,0
deepseekv4pro,in_v2_train,89,source,negative,0,false_positive,10,0,0.0,0.004993438720703125,0.003656763572484858,1.0,0.004913330078125,0
deepseekv4pro,in_v2_train,90,source,negative,0,false_positive,10,0,0.0,1.2451410293579102e-05,2.5855334905997986e-06,1.0,1.895427703857422e-05,0
deepseekv4pro,in_v2_train,91,source,negative,0,false_positive,10,0,0.0,0.00037994384765625,0.0001392344179977684,0.9921875,0.0003795623779296875,0
deepseekv4pro,in_v2_train,92,source,negative,0,false_positive,10,0,0.0,0.0005260467529296875,0.0002343268339458599,0.96875,0.0003566741943359375,0
deepseekv4pro,in_v2_train,93,source,negative,0,false_positive,10,0,0.0,6.375312805175781e-05,2.0600554840054824e-05,1.0,0.00012302398681640625,0
deepseekv4pro,in_v2_train,94,source,negative,0,false_positive,10,0,0.0,4.065036773681641e-06,1.4524500855867113e-06,0.99609375,2.2649765014648438e-06,0
deepseekv4pro,in_v2_train,95,source,negative,0,false_positive,10,0,0.0,1.569986343383789e-05,4.126298684178712e-06,0.99609375,1.0788440704345703e-05,0
deepseekv4pro,in_v2_train,96,source,negative,0,false_positive,10,0,0.0,8.088350296020508e-05,7.264213360905168e-05,0.91796875,5.817413330078125e-05,0
deepseekv4pro,in_v2_train,97,source,negative,0,false_positive,10,0,0.0,0.0005941390991210938,0.00019150947528471705,1.0,0.0008544921875,0
deepseekv4pro,in_v2_train,98,source,negative,0,false_positive,10,0,0.0,0.00020418167114257812,0.00010477448162539112,1.0,0.00014019012451171875,0
deepseekv4pro,in_v2_train,99,source,negative,0,false_positive,10,0,0.0,6.657838821411133e-06,1.358047355528592e-06,0.97265625,5.781650543212891e-06,0
deepseekv4pro,in_v2_train,100,source,negative,0,false_positive,10,0,0.0,0.00010061264038085938,4.926650709777167e-05,1.0,0.000148773193359375,0
deepseekv4pro,in_v2_train,101,source,negative,0,false_positive,10,0,0.0,3.0046701431274415e-05,9.500266972642034e-06,0.9921875,2.1457672119140625e-05,0
deepseekv4pro,in_v2_train,102,source,negative,0,false_positive,10,0,0.0,0.001196575164794922,0.0007062909740974513,0.921875,0.000732421875,0
deepseekv4pro,in_v2_train,103,source,negative,0,false_positive,10,10,1.0,0.98359375,0.01644959551807683,0.54296875,0.9921875,1
deepseekv4pro,in_v2_train,104,source,negative,0,false_positive,10,0,0.0,3.007054328918457e-06,6.599567862540137e-07,0.8984375,2.2649765014648438e-06,0
deepseekv4pro,in_v2_train,105,source,negative,0,false_positive,10,0,0.0,0.0001365184783935547,5.809810669953598e-05,1.0,0.0002307891845703125,0
deepseekv4pro,in_v2_train,106,source,negative,0,false_positive,10,0,0.0,6.0725212097167966e-05,2.1510897075468006e-05,1.0,4.5299530029296875e-05,0
deepseekv4pro,in_v2_train,107,source,negative,0,false_positive,10,0,0.0,0.0015232086181640625,0.00037464414409403855,0.97265625,0.00099945068359375,0
deepseekv4pro,in_v2_train,108,source,negative,0,false_positive,10,0,0.0,8.697509765625e-05,3.269645191877054e-05,0.98046875,3.7670135498046875e-05,0
deepseekv4pro,in_v2_train,109,source,negative,0,false_positive,10,0,0.0,8.815526962280273e-05,4.102051721489238e-05,0.9921875,4.5299530029296875e-05,0
deepseekv4pro,in_v2_train,110,source,negative,0,false_positive,10,0,0.0,0.0008241653442382813,0.00026599813795803154,1.0,0.000732421875,0
deepseekv4pro,in_v2_train,111,source,negative,0,false_positive,10,0,0.0,0.000775909423828125,0.00034326717727490896,0.9921875,0.000148773193359375,0
deepseekv4pro,in_v2_train,112,source,negative,0,false_positive,10,0,0.0,0.000888824462890625,0.00019328636017481205,0.96875,0.000553131103515625,0
deepseekv4pro,in_v2_train,113,source,negative,0,false_positive,10,0,0.0,0.0004258155822753906,0.0002064039760952558,0.96875,0.0006256103515625,0
deepseekv4pro,in_v2_train,114,source,negative,0,false_positive,10,0,0.0,0.00023756027221679687,0.00017082203423066507,1.0,0.0002307891845703125,0
deepseekv4pro,in_v2_train,115,source,negative,0,false_positive,10,0,0.0,0.0001423358917236328,7.54495926114547e-05,0.98046875,0.00010251998901367188,0
deepseekv4pro,in_v2_train,116,source,negative,0,false_positive,10,0,0.0,0.0002667427062988281,0.00010980105587925202,0.94921875,0.00014019012451171875,0
deepseekv4pro,in_v2_train,117,source,negative,0,false_positive,10,0,0.0,0.00042057037353515625,0.0001306104473472709,1.0,0.0006866455078125,0
deepseekv4pro,in_v2_train,118,source,negative,0,false_positive,10,0,0.0,1.7933547496795654e-05,1.0708910824743915e-05,0.96875,2.9325485229492188e-05,0
deepseekv4pro,in_v2_train,119,source,negative,0,false_positive,10,0,0.0,0.00014303922653198243,6.610901121831476e-05,0.9921875,0.00012302398681640625,0
deepseekv4pro,in_v2_train,120,source,negative,0,false_positive,10,0,0.0,0.0003632545471191406,0.00019698111647137152,0.87890625,0.000179290771484375,0
deepseekv4pro,in_v2_train,121,source,negative,0,false_positive,10,0,0.0,0.00157623291015625,0.0005406436812199583,0.9375,0.00093841552734375,0
deepseekv4pro,in_v2_train,122,source,negative,0,false_positive,10,0,0.0,0.000370025634765625,0.00012073515171709123,0.98046875,0.000644683837890625,0
deepseekv4pro,in_v2_train,123,source,negative,0,false_positive,10,0,0.0,0.0011592864990234374,0.00022661321045552404,0.99609375,0.00113677978515625,0
deepseekv4pro,in_v2_train,124,source,negative,0,false_positive,10,0,0.0,5.148351192474365e-06,1.6114893748572883e-06,0.94921875,5.781650543212891e-06,0
deepseekv4pro,in_v2_train,125,source,negative,0,false_positive,10,0,0.0,4.564523696899414e-05,2.525114584296293e-05,0.99609375,4.5299530029296875e-05,0
deepseekv4pro,in_v2_train,126,source,negative,0,false_positive,10,0,0.0,2.752244472503662e-06,9.55123233245524e-07,0.8515625,2.2649765014648438e-06,0
deepseekv4pro,in_v2_train,127,source,negative,0,false_positive,10,0,0.0,0.00017309188842773438,4.874842152076103e-05,0.9921875,0.0002613067626953125,0
deepseekv4pro,in_v2_train,128,source,negative,0,false_positive,10,0,0.0,0.0002938747406005859,0.00015706669047572751,0.9921875,0.0002307891845703125,0
deepseekv4pro,in_v2_train,129,source,negative,0,false_positive,10,0,0.0,0.00148773193359375,0.00037228874298432014,0.9609375,0.00154876708984375,0
deepseekv4pro,in_v2_train,130,source,negative,0,false_positive,10,0,0.0,1.1745095252990723e-05,4.662483144469042e-06,0.9375,6.5267086029052734e-06,0
deepseekv4pro,in_v2_train,131,source,negative,0,false_positive,10,0,0.0,1.214444637298584e-05,4.779766668022245e-06,1.0,8.940696716308594e-06,0
deepseekv4pro,in_v2_train,134,source,negative,0,false_positive,10,0,0.0,2.1636486053466797e-05,1.134062670915657e-05,0.9921875,6.198883056640625e-05,0
deepseekv4pro,in_v2_train,135,source,negative,0,false_positive,10,0,0.0,0.001444244384765625,0.0003484006634752657,1.0,0.00102996826171875,0
deepseekv4pro,in_v2_train,136,source,negative,0,false_positive,10,0,0.0,4.2492151260375975e-05,2.1832780813075943e-05,0.94140625,2.1457672119140625e-05,0
deepseekv4pro,in_v2_train,138,source,negative,0,false_positive,10,0,0.0,9.968876838684082e-06,4.470265573158907e-06,0.703125,5.781650543212891e-06,0
deepseekv4pro,in_v2_train,139,source,negative,0,false_positive,10,0,0.0,0.00015532970428466797,7.387909629153132e-05,0.89453125,0.0002307891845703125,0
deepseekv4pro,in_v2_train,140,source,negative,0,false_positive,10,0,0.0,0.00017142295837402344,0.00010377372356805974,0.95703125,9.632110595703125e-05,0
deepseekv4pro,in_v2_train,141,source,negative,0,false_positive,10,0,0.0,0.0008218765258789062,0.0003462775552640159,1.0,0.0012054443359375,0
deepseekv4pro,in_v2_train,142,source,negative,0,false_positive,10,0,0.0,3.523826599121094e-05,2.1361275033839193e-05,0.98828125,9.5367431640625e-06,0
deepseekv4pro,in_v2_train,144,source,negative,0,false_positive,10,0,0.0,0.00246734619140625,0.0005781047533974828,1.0,0.0021820068359375,0
deepseekv4pro,in_v2_train,145,source,negative,0,false_positive,10,0,0.0,0.00020279884338378907,6.02133924265069e-05,0.921875,0.00016880035400390625,0
deepseekv4pro,in_v2_train,147,source,negative,0,false_positive,10,0,0.0,0.0007646560668945312,0.0004081661208004756,0.9609375,0.000804901123046875,0
deepseekv4pro,in_v2_train,148,source,negative,0,false_positive,10,0,0.0,8.296966552734375e-05,3.392886168186855e-05,0.9375,6.198883056640625e-05,0
deepseekv4pro,in_v2_train,149,source,negative,1,false_positive,10,10,1.0,0.9828125,0.02409381980462579,0.7578125,1.0,1
deepseekv4pro,in_v2_train,150,source,negative,1,false_positive,10,0,0.0,0.0011136531829833984,0.0005563483111508101,0.515625,0.001983642578125,0
deepseekv4pro,in_v2_train,152,source,negative,1,false_positive,10,0,0.0,0.00294342041015625,0.000571495464458112,0.59765625,0.00170135498046875,0
deepseekv4pro,in_v2_train,154,source,negative,1,false_positive,10,0,0.0,0.005963134765625,0.0006261187712738497,0.9921875,0.006103515625,0
deepseekv4pro,in_v2_train,198,source,positive,1,false_negative,10,9,0.9,0.139837646484375,0.18528193794235437,0.09423828125,0.07177734375,1
deepseekv4pro,in_v2_train,200,source,positive,1,false_negative,10,0,0.0,0.99921875,0.0016470196146710309,0.25,1.0,0
deepseekv4pro,in_v2_train,201,source,positive,1,false_negative,10,0,0.0,0.99921875,0.0016470196146710309,0.4140625,1.0,0
deepseekv4pro,in_v2_train,202,source,positive,1,false_negative,10,0,0.0,0.998828125,0.0018868980138267496,3.7670135498046875e-05,0.99609375,0
deepseekv4pro,in_v2_train,203,source,positive,1,false_negative,10,0,0.0,0.996484375,0.0012352647110032732,0.12353515625,0.99609375,0
deepseekv4pro,in_v2_train,204,source,positive,1,false_negative,10,0,0.0,0.998046875,0.0020587745183387888,0.0091552734375,0.99609375,0
deepseekv4pro,in_v2_train,205,source,positive,1,false_negative,10,0,0.0,1.0,0.0,0.3203125,1.0,0
deepseekv4pro,in_v2_train,206,source,positive,1,false_negative,10,0,0.0,0.969921875,0.020175990279720127,0.0128173828125,0.96484375,0
deepseekv4pro,in_v2_train,207,source,positive,1,false_negative,10,0,0.0,0.996875,0.0016470196146710309,0.0247802734375,1.0,0
deepseekv4pro,in_v2_train,208,source,positive,1,false_negative,10,0,0.0,0.9984375,0.003773796027653499,0.000667572021484375,1.0,0
deepseekv4pro,in_v2_train,209,source,positive,1,false_negative,10,0,0.0,0.998828125,0.0018868980138267496,0.314453125,0.99609375,0
deepseekv4pro,in_v2_train,210,source,positive,1,false_negative,10,0,0.0,1.0,0.0,0.0021820068359375,1.0,0
deepseekv4pro,in_v2_train,211,source,positive,1,false_negative,10,0,0.0,0.998046875,0.0020587745183387888,0.0361328125,1.0,0
deepseekv4pro,in_v2_train,212,source,positive,1,false_negative,10,0,0.0,1.0,0.0,0.0223388671875,1.0,0
deepseekv4pro,in_v2_train,213,source,positive,1,false_negative,10,0,0.0,1.0,0.0,0.494140625,1.0,0
deepseekv4pro,in_v2_train,214,source,positive,1,false_negative,10,0,0.0,1.0,0.0,0.341796875,1.0,0
deepseekv4pro,in_v2_train,215,source,positive,1,false_negative,10,0,0.0,0.999609375,0.0012352647110032732,0.002716064453125,1.0,0
deepseekv4pro,in_v2_train,216,source,positive,1,false_negative,10,0,0.0,1.0,0.0,0.10498046875,1.0,0
deepseekv4pro,in_v2_train,217,source,positive,1,false_negative,10,0,0.0,1.0,0.0,0.0003147125244140625,0.99609375,0
deepseekv4pro,in_v2_train,218,source,positive,1,false_negative,10,0,0.0,1.0,0.0,0.369140625,1.0,0
deepseekv4pro,in_v2_train,219,source,positive,1,false_negative,10,0,0.0,1.0,0.0,0.0091552734375,1.0,0
deepseekv4pro,in_v2_train,220,source,positive,1,false_negative,10,0,0.0,0.9984375,0.002017178826149696,0.04736328125,0.99609375,0
deepseekv4pro,in_v2_train,221,source,positive,1,false_negative,10,0,0.0,1.0,0.0,0.4140625,1.0,0
deepseekv4pro,in_v2_train,222,source,positive,1,false_negative,10,0,0.0,0.99921875,0.0016470196146710309,0.0078125,0.99609375,0
deepseekv4pro,in_v2_train,223,source,positive,1,false_negative,10,0,0.0,1.0,0.0,0.0263671875,0.99609375,0
deepseekv4pro,in_v2_train,224,source,positive,1,false_negative,10,0,0.0,1.0,0.0,0.49609375,1.0,0
deepseekv4pro,in_v2_train,225,source,positive,1,false_negative,10,0,0.0,0.998828125,0.0018868980138267498,0.03369140625,0.99609375,0
deepseekv4pro,in_v2_train,226,source,positive,1,false_negative,10,0,0.0,1.0,0.0,0.228515625,1.0,0
deepseekv4pro,in_v2_train,227,source,positive,1,false_negative,10,0,0.0,0.998828125,0.0018868980138267496,1.2993812561035156e-05,0.99609375,0
deepseekv4pro,in_v2_train,228,source,positive,1,false_negative,10,0,0.0,0.98203125,0.022492523835092898,0.007568359375,0.9921875,0
deepseekv4pro,in_v2_train,229,source,positive,1,false_negative,10,0,0.0,1.0,0.0,0.1396484375,1.0,0
deepseekv4pro,in_v2_train,230,source,positive,1,false_negative,10,0,0.0,0.99921875,0.0016470196146710309,0.04736328125,1.0,0
deepseekv4pro,in_v2_train,231,source,positive,1,false_negative,10,0,0.0,0.986328125,0.006951222820332885,0.002044677734375,0.984375,0
deepseekv4pro,in_v2_train,232,source,positive,1,false_negative,10,0,0.0,0.999609375,0.0012352647110032732,0.078125,1.0,0
deepseekv4pro,in_v2_train,233,source,positive,1,false_negative,10,0,0.0,0.99921875,0.0016470196146710309,0.37109375,1.0,0
deepseekv4pro,in_v2_train,234,source,positive,1,false_negative,10,0,0.0,1.0,0.0,5.781650543212891e-06,1.0,0
deepseekv4pro,in_v2_train,235,source,positive,1,false_negative,10,0,0.0,1.0,0.0,0.00016880035400390625,1.0,0
deepseekv4pro,in_v2_train,236,source,positive,1,false_negative,10,0,0.0,0.99921875,0.0016470196146710309,9.5367431640625e-06,1.0,0
deepseekv4pro,in_v2_train,237,source,positive,1,false_negative,10,5,0.5,0.460595703125,0.2853570332845145,0.0028076171875,0.2578125,1
deepseekv4pro,in_v2_train,238,source,positive,1,false_negative,10,0,0.0,0.998828125,0.0018868980138267496,0.002716064453125,0.99609375,0
deepseekv4pro,in_v2_train,239,source,positive,1,false_negative,10,0,0.0,0.996875,0.0016470196146710309,0.000827789306640625,0.99609375,0
deepseekv4pro,in_v2_train,240,source,positive,1,false_negative,10,0,0.0,0.998828125,0.0018868980138267496,2.1457672119140625e-05,0.99609375,0
deepseekv4pro,in_v2_train,241,source,positive,1,false_negative,10,0,0.0,0.999609375,0.0012352647110032732,4.00543212890625e-05,0.99609375,0
deepseekv4pro,in_v2_train,242,source,positive,1,false_negative,10,0,0.0,1.0,0.0,0.0038299560546875,1.0,0
